Ay;Dolar;Euro;Altın;Petrol;Beton;Demir;Fiyat;Son Güncelleme Tarihi;Konut Tipi;Mahalle; Net M2;Oda ; Salon Sayısı;Bulunduğu Kat;Bina Yaşı;Isınma Tipi;Eşya Durumu;Banyo Sayısı;Cephe;Kira Getirisi;Kullanım Durumu;Aidat;Yakıt Tipi
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;15.000.000 TL;25 11 2023;Villa;Girne;205;;;2. Kat;18 Yaşında;Kombi;Eşyalı Değil;3;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;15.000.000 TL;25 11 2023;Villa;Girne;205;;;2. Kat;18 Yaşında;Kombi;Eşyalı Değil;3;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.899.999 TL;7 11 2023;Daire;Fatih;200;4;1;4. Kat;7 Yaşında;Kombi;Eşyalı Değil;2;;;Mülk Sahibi;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.000.000 TL;21 12 2023;Daire;Efeler;145;3;1;1. Kat;17 Yaşında;Kombi;Eşyalı Değil;2;Kuzey, Doğu, Batı;;Belirtilmemiş;100 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.350.000 TL;8 12 2023;Daire;Efeler;80;2;1;2. Kat;3 Yaşında;Yerden Isıtma;Eşyalı Değil;2;;;Boş;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.350.000 TL;8 12 2023;Daire;Efeler;80;;;2. Kat;3 Yaşında;Yerden Isıtma;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.350.000 TL;8 12 2023;Daire;Efeler;80;;;2. Kat;3 Yaşında;Yerden Isıtma;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.800.000 TL;11 10 2023;Daire;Adnan Menderes;120;3;1;Ara Kat;25 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Güney;;Kiracılı;150 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.800.000 TL;11 10 2023;Daire;Adnan Menderes;120;;;Ara Kat;25 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.800.000 TL;11 10 2023;Daire;Adnan Menderes;120;;;Ara Kat;25 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.250.000 TL;8 12 2023;Daire;Cuma;50;1;1;5. Kat;3 Yaşında;Kombi;Eşyalı Değil;1;Güney;;Kiracılı;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.250.000 TL;8 12 2023;Daire;Cuma;50;;;5. Kat;3 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.490.000 TL;19 11 2023;Daire;Köprülü - Veysipaşa;75;2;1;Kot 2;30 Yaşında;Klima;Eşyalı Değil;1;;;Mülk Sahibi;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.490.000 TL;19 11 2023;Daire;Köprülü - Veysipaşa;75;;;Kot 2;30 Yaşında;Klima;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.490.000 TL;19 11 2023;Daire;Köprülü - Veysipaşa;75;;;Kot 2;30 Yaşında;Klima;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.490.000 TL;19 11 2023;Daire;Köprülü - Veysipaşa;75;;;Kot 2;30 Yaşında;Klima;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;5.750.000 TL;23 12 2023;Daire;Ata;125;3;1;3. Kat;3 Yaşında;Yerden Isıtma;Eşyalı Değil;2;Güney, Batı;;Boş;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;5.750.000 TL;23 12 2023;Daire;Ata;125;;;3. Kat;3 Yaşında;Yerden Isıtma;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;5.750.000 TL;23 12 2023;Daire;Ata;125;;;3. Kat;3 Yaşında;Yerden Isıtma;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;6.000.000 TL;29 12 2023;Residence;Zeybek;158;3;1;6. Kat;Sıfır Bina;Merkezi (Pay Ölçer);Eşyalı Değil;2;Doğu, Batı;;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.500.000 TL;7 12 2023;Daire;Efeler;150;3;1;5. Kat;18 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Güney;4.000 TL;Kiracılı;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.999.000 TL;7 11 2023;Daire;Meşrutiyet;140;3;1;En Üst Kat;20 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Güney;5.000 TL;Boş;100 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;6.750.000 TL;3 11 2023;Villa;Yılmazköy;240;5;1;En Üst Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.300.000 TL;13 10 2023;Köy Evi;Dalama;443;2;1;En Üst Kat;50 Yaşında;Soba;Eşyalı Değil;1;Kuzey, Güney, Doğu, Batı;;Boş;;Kömür-Odun
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.300.000 TL;13 10 2023;Köy Evi;Dalama;443;;;En Üst Kat;50 Yaşında;Soba;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.500.000 TL;30 12 2023;Daire;Hasanefendi - Ramazan Paşa;140;4;1;4. Kat;28 Yaşında;Isıtma Yok;Eşyalı Değil;1;Kuzey, Güney, Doğu, Batı;;Kiracılı;50 TL;Kömür-Odun
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.650.000 TL;10 12 2023;Daire;Umurlu;350;3;2;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;Boş;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.375.000 TL;24 11 2023;Daire;Orta;47;1;1;3. Kat;4 Yaşında;Klima;Eşyalı;1;Kuzey, Doğu;;Kiracılı;50 TL;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.700.000 TL;30 11 2023;Daire;Zafer;140;4;1;Ara Kat;25 Yaşında;Kombi;Eşyalı Değil;2;;;Mülk Sahibi;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.500.000 TL;26 10 2023;Daire;Güzelhisar;110;2;1;6. Kat;25 Yaşında;Kombi;Eşyalı Değil;1;;;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.500.000 TL;26 10 2023;Daire;Güzelhisar;110;;;6. Kat;25 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.900.000 TL;9 11 2023;Daire;Cumhuriyet;155;3;1;2. Kat;17 Yaşında;Kombi;Eşyalı Değil;2;Güney, Doğu, Batı;15.000 TL;Boş;100 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.900.000 TL;9 11 2023;Daire;Cumhuriyet;155;;;2. Kat;17 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.900.000 TL;9 11 2023;Daire;Cumhuriyet;155;;;2. Kat;17 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.900.000 TL;9 11 2023;Daire;Cumhuriyet;155;;;2. Kat;17 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.300.000 TL;30 12 2023;Daire;Kurtuluş;135;3;1;3. Kat;24 Yaşında;Isıtma Yok;Eşyalı Değil;1;Kuzey, Güney, Doğu, Batı;;Kiracılı;50 TL;Elektrik
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.650.000 TL;26 11 2023;Daire;Zafer;62;2;1;1. Kat;7 Yaşında;Merkezi;Eşyalı;1;;5.000 TL;Kiracılı;;Kömür-Odun
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.650.000 TL;26 11 2023;Daire;Zafer;62;;;1. Kat;7 Yaşında;Merkezi;Eşyalı;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.650.000 TL;26 11 2023;Daire;Zafer;62;;;1. Kat;7 Yaşında;Merkezi;Eşyalı;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.650.000 TL;26 11 2023;Daire;Zafer;62;;;1. Kat;7 Yaşında;Merkezi;Eşyalı;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.600.000 TL;26 10 2023;Daire;Efeler;120;3;1;2. Kat;26 Yaşında;Soba;Eşyalı Değil;1;Kuzey, Batı;;Boş;;Kömür-Odun
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.600.000 TL;26 10 2023;Daire;Efeler;120;;;2. Kat;26 Yaşında;Soba;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.600.000 TL;26 10 2023;Daire;Efeler;120;;;2. Kat;26 Yaşında;Soba;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.200.000 TL;9 11 2023;Daire;Ata;200;4;1;3. Kat;2 Yaşında;Kombi;Eşyalı Değil;2;;;Mülk Sahibi;150 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.200.000 TL;9 11 2023;Daire;Ata;200;;;3. Kat;2 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.600.000 TL;28 11 2023;Daire;Güzelhisar;130;3;1;Ara Kat;30 Yaşında;Klima;Eşyalı Değil;1;Doğu, Batı;9.000 TL;Boş;100 TL;Elektrik
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.600.000 TL;28 11 2023;Daire;Güzelhisar;130;;;Ara Kat;30 Yaşında;Klima;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.550.000 TL;14 12 2023;Daire;Cumhuriyet;120;3;1;4. Kat;17 Yaşında;Kombi;Eşyalı Değil;1;Batı;8.000 TL;Kiracılı;100 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.950.000 TL;3 12 2023;Daire;Orta;82;2;1;3. Kat;5 Yaşında;Klima;Eşyalı;1;Batı;7.250 TL;Kiracılı;1 TL;Elektrik
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.650.000 TL;23 10 2023;Daire;Mimar Sinan;150;3;1;5. Kat;16 Yaşında;Kombi;Eşyalı Değil;2;Güney, Doğu, Batı;;Kiracılı;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.650.000 TL;23 10 2023;Daire;Mimar Sinan;150;;;5. Kat;16 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;4.400.000 TL;3 01 2024;Daire;Ata;160;5;1;En Üst Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;Kuzey, Güney, Doğu, Batı;20.000 TL;Boş;100 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.250.000 TL;11 10 2023;Daire;Cumhuriyet;160;3;1;2. Kat;18 Yaşında;Kombi;Eşyalı Değil;2;Güney, Doğu, Batı;20.000 TL;;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.585.000 TL;26 12 2023;Daire;Zafer;115;3;1;5. Kat;21 Yaşında;Soba;Eşyalı Değil;1;;;Kiracılı;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.500.000 TL;27 11 2023;Daire;Hasanefendi - Ramazan Paşa;80;2;1;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;Doğu, Batı;;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.650.000 TL;27 11 2023;Daire;Orta;47;1;1;6. Kat;5 Yaşında;Klima;Eşyalı;1;Kuzey;;Kiracılı;200 TL;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.650.000 TL;27 11 2023;Daire;Orta;47;;;6. Kat;5 Yaşında;Klima;Eşyalı;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;5.000.000 TL;19 12 2023;Müstakil Ev;Hasanefendi - Ramazan Paşa;184;3;1;6. Kat;26 Yaşında;Klima;Eşyalı Değil;2;Kuzey, Doğu;;Kiracılı;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.050.000 TL;2 12 2023;Daire;Orta;60;2;1;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;Kuzey, Güney;12.000 TL;Boş;150 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.750.000 TL;17 11 2023;Daire;Kurtuluş;150;3;1;2. Kat;20 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Güney, Doğu, Batı;5.000 TL;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.750.000 TL;17 11 2023;Daire;Kurtuluş;150;;;2. Kat;20 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.750.000 TL;17 11 2023;Daire;Kurtuluş;150;;;2. Kat;20 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.050.000 TL;24 10 2023;Daire;Kurtuluş;95;2;1;1. Kat;30 Yaşında;Kombi;Eşyalı Değil;1;;;Kiracılı;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.500.000 TL;2 01 2024;Müstakil Ev;Tepecik;240;4;2;1. Kat;11 Yaşında;Soba;Eşyalı;1;Güney;;Boş;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.500.000 TL;2 01 2024;Müstakil Ev;Tepecik;240;;;1. Kat;11 Yaşında;Soba;Eşyalı;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.850.000 TL;1 12 2023;Daire;Efeler;200;5;1;5. Kat;12 Yaşında;Kombi;Eşyalı Değil;2;;;;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.850.000 TL;1 12 2023;Daire;Efeler;200;;;5. Kat;12 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.600.000 TL;22 12 2023;Daire;Zafer;66;2;1;4. Kat;4 Yaşında;Kombi;Eşyalı Değil;1;Güney;;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.900.000 TL;30 10 2023;Daire;Efeler;120;3;1;4. Kat;20 Yaşında;Kombi;Eşyalı Değil;1;;4.000 TL;Kiracılı;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.350.000 TL;3 01 2024;Daire;Ata;130;3;1;En Üst Kat;Sıfır Bina;Klima;Eşyalı Değil;1;Kuzey, Doğu;15.000 TL;Boş;100 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.350.000 TL;3 01 2024;Daire;Ata;130;;;En Üst Kat;Sıfır Bina;Klima;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.350.000 TL;3 01 2024;Daire;Ata;130;;;En Üst Kat;Sıfır Bina;Klima;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.450.000 TL;27 11 2023;Daire;Kurtuluş;130;3;1;Ara Kat;30 Yaşında;Kombi;Eşyalı Değil;1;Doğu, Batı;12.000 TL;Kiracılı;100 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.250.000 TL;24 10 2023;Daire;Girne;140;3;1;7. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;Doğu, Batı;;Kiracılı;300 TL;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.250.000 TL;24 10 2023;Daire;Girne;140;;;7. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.250.000 TL;24 10 2023;Daire;Girne;140;;;7. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.600.000 TL;18 12 2023;Daire;Efeler;85;2;1;3. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;Doğu, Batı;10.000 TL;Boş;150 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;4.000.000 TL;25 11 2023;Daire;Fatih;135;3;1;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;4.000.000 TL;25 11 2023;Daire;Fatih;135;;;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.850.000 TL;11 10 2023;Daire;Fatih;80;2;1;2. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;Batı;;Boş;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.850.000 TL;11 10 2023;Daire;Fatih;80;;;2. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.800.000 TL;19 10 2023;Daire;Efeler;160;3;1;1. Kat;8 Yaşında;Merkezi;Eşyalı Değil;2;Güney, Doğu;15.000 TL;Mülk Sahibi;;Kömür-Odun
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.800.000 TL;19 10 2023;Daire;Efeler;160;;;1. Kat;8 Yaşında;Merkezi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.250.000 TL;23 12 2023;Daire;Fatih;155;3;1;Ara Kat;10 Yaşında;Kombi;Eşyalı Değil;2;Güney, Doğu;;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.250.000 TL;23 12 2023;Daire;Fatih;155;;;Ara Kat;10 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.250.000 TL;23 12 2023;Daire;Fatih;155;;;Ara Kat;10 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;5.500.000 TL;4 12 2023;Daire;Adnan Menderes;155;3;1;7. Kat;5 Yaşında;Merkezi;Eşyalı Değil;2;Kuzey, Güney, Batı;;Kiracılı;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;4.000.000 TL;30 11 2023;Daire;Fatih;150;3;1;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;Kuzey, Doğu;;Boş;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;4.000.000 TL;30 11 2023;Daire;Fatih;150;;;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.175.000 TL;17 11 2023;Daire;Adnan Menderes;145;3;1;5. Kat;8 Yaşında;Kombi;Eşyalı Değil;1;Batı;;Kiracılı;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.175.000 TL;17 11 2023;Daire;Adnan Menderes;145;;;5. Kat;8 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.175.000 TL;17 11 2023;Daire;Adnan Menderes;145;;;5. Kat;8 Yaşında;Kombi;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.549.000 TL;23 10 2023;Daire;Cuma;100;2;1;2. Kat;32 Yaşında;Klima;Eşyalı Değil;1;Güney, Doğu, Batı;5.000 TL;Kiracılı;;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.549.000 TL;23 10 2023;Daire;Cuma;100;;;2. Kat;32 Yaşında;Klima;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;4.250.000 TL;27 11 2023;Daire;Fatih;160;3;1;1. Kat;5 Yaşında;Merkezi;Eşyalı Değil;2;Güney, Batı;;Kiracılı;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.350.000 TL;5 11 2023;Daire;Güzelhisar;55;2;1;3. Kat;Sıfır Bina;Merkezi (Pay Ölçer);Eşyalı Değil;1;Doğu, Batı;;Boş;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.350.000 TL;5 11 2023;Daire;Güzelhisar;55;;;3. Kat;Sıfır Bina;Merkezi (Pay Ölçer);Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.350.000 TL;5 11 2023;Daire;Güzelhisar;55;;;3. Kat;Sıfır Bina;Merkezi (Pay Ölçer);Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;5.450.000 TL;24 11 2023;Daire;Girne;180;3;1;7. Kat;11 Yaşında;Kombi;Eşyalı Değil;1;;;Mülk Sahibi;400 TL;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.799.000 TL;24 11 2023;Daire;Adnan Menderes;130;3;1;7. Kat;14 Yaşında;Kombi;Eşyalı Değil;2;Kuzey, Güney, Batı;18.000 TL;Boş;150 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.799.000 TL;24 11 2023;Daire;Adnan Menderes;130;;;7. Kat;14 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.000.000 TL;24 11 2023;Daire;Mimar Sinan;120;3;1;Ara Kat;9 Yaşında;Kombi;Eşyalı Değil;2;Kuzey, Güney, Batı;;Kiracılı;250 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.000.000 TL;24 11 2023;Daire;Mimar Sinan;120;;;Ara Kat;9 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.000.000 TL;24 11 2023;Daire;Mimar Sinan;120;;;Ara Kat;9 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.000.000 TL;24 11 2023;Daire;Mimar Sinan;120;;;Ara Kat;9 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.750.000 TL;18 10 2023;Daire;Cuma;220;4;2;4. Kat;12 Yaşında;Kombi;Eşyalı Değil;3;Kuzey, Güney;;Mülk Sahibi;100 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.750.000 TL;18 10 2023;Daire;Cuma;220;;;4. Kat;12 Yaşında;Kombi;Eşyalı Değil;3;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;1.300.000 TL;6 11 2023;Daire;Orta;45;1;1;4. Kat;5 Yaşında;Klima;Eşyalı Değil;1;;;Boş;;Elektrik
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.500.000 TL;29 11 2023;Daire;Meşrutiyet;90;3;1;Giriş Katı;Sıfır Bina;Kombi;Eşyalı Değil;1;Kuzey, Güney, Doğu;15.000 TL;Boş;200 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;925.000 TL;26 12 2023;Müstakil Ev;Gödrenli;70;2;1;Giriş Katı;21 Yaşında;Soba;Eşyalı Değil;1;;;Kiracılı;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;925.000 TL;26 12 2023;Müstakil Ev;Gödrenli;70;;;Giriş Katı;21 Yaşında;Soba;Eşyalı Değil;1;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.500.000 TL;22 10 2023;Daire;Cumhuriyet;145;3;1;11. Kat;26 Yaşında;Merkezi;Eşyalı Değil;2;Kuzey, Doğu, Batı;3.500 TL;Kiracılı;150 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.500.000 TL;22 10 2023;Daire;Cumhuriyet;145;;;11. Kat;26 Yaşında;Merkezi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.500.000 TL;22 10 2023;Daire;Cumhuriyet;145;;;11. Kat;26 Yaşında;Merkezi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;5;1;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;Kuzey, Doğu, Batı;;Mülk Sahibi;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;3.150.000 TL;27 11 2023;Daire;Adnan Menderes;180;;;3. Kat;11 Yaşında;Kombi;Eşyalı Değil;2;;;;;
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;2.400.000 TL;14 10 2023;Daire;Güzelhisar;145;3;1;7. Kat;40 Yaşında;Kombi;Eşyalı;1;Kuzey, Güney;10.000 TL;Kiracılı;350 TL;Doğalgaz
2;29,8403;32,6801;1960,79;78,76;2100;22829,17;6.100.000 TL;21 10 2023;Residence;Zeybek;158;3;1;1. Kat;Sıfır Bina;Kombi;Eşyalı Değil;2;Kuzey, Doğu, Batı;;Boş;;Doğalgaz
